body,url
"🇷🇺​​Всероссийская патриотическая акция #VCамоеСердце🇷🇺

👆Уже сегодня стартует проект, посвященный Дню народного единства! 

 #VCамоеСердце направлен на сохранение культурного наследия и укрепление межнациональных отношений. 

💬День народного единства - олицетворение уважения и любви к Родине, единения народа, мощи и нерушимости Российского государства.
 
💬Россия во все времена славилась своей силой. В истории известно не мало событий, исход которых зачастую определялся единством российского народа, его неделимостью, стабильностью, силой духа, любовью и уважению к своему Отечеству. Наша сила в единстве!

🗣""Единство нашего народа. И это не фигура речи, мы все об этом хорошо знаем: когда народ России сплочён, един, нам нет равных. И это главнейшее условие всех наших достижений и всех наших побед"", - Президент РФ Владимир Путин.

#VСамоеСердце #Минобрнауки #РГГМУ #Гидромет #RSHU

https://vk.com/video-250783_456239156",https://sun9-36.userapi.com/impg/Humn3655PtpI3nSFHJiZIzPz2z6anfSPmmEgzw/QCvU4ev1DoM.jpg?size=1280x1280&quality=96&sign=810d23f79e3b94e4273b06e5cec7a071&c_uniq_tag=qTGYVaxECBE6WJU2PAo_5Mh3D_8fLnLPPq2GyLnWTkg&type=album
"Уважаемые студенты!

20 сентября 2023 года в 15.00 состоится собрание со студентами 1-3х курсов, где расскажут об условиях участия и порядке проведения конкурсного отбора для обучения по программам военной подготовки офицеров запаса в Военном учебном центре в 2024 году. 

Собрание будет проходить в актовом зале  первого учебного корпуса (Малоохтинский пр-кт, д. 98).

При себе необходимо иметь студенческий билет, паспорт.

Необходима предварительная регистрация по ссылке: https://forms.yandex.ru/u/625aa77dc8d524fe98cf08ae/

#РГГМУ #RSHU #Гидромет #ВУЦ_РГГМУ",https://sun9-13.userapi.com/impg/rlTnWkexDmbWi4wI5_zp5mC3Y3VpSOPfUjp5rg/Xeo9fBESmKU.jpg?size=1280x826&quality=96&sign=8c4acae38c90516c3507fc20294dd03c&c_uniq_tag=VUc7NwYtJxakzYaoCRfvDFaCRp-RcaMPe95sThwA4C4&type=album
"👋Привет Первокурсник! 👋

Приглашаем тебя стать частью нашего сообщества в программе адаптации первокурсников! 
 
➡ : подключись к ментор-боту (https://t.me/tvoyhod_mentor_bot), выбери роль «Первокурсник», и бот отправит тебе инструкцию и назначит наставника 🤖 
 
А вот и онлайн мероприятия которые тебя уже ждут: 
 
✅ Опрос «Живу и учусь в России» посвященный студенчеству — https://tvoyhod.online/lk/contest/survey 
Проходи исследование и твой голос обязательно будет услышан 
 
✅Образовательный курс «Экосистема молодёжной политики» — https://tvoyhod.online/lk/courses/4 
Пройдя его, ты узнаешь о всех доступных для тебя возможностях в нашей стране 
 
✅Всероссийский онлайн-квиз по студенчеству — https://tvoyhod.online/lk/events?eventId=918 
Собирай команду, нажимай «участвовать», получай приглашение, 5 октября борись с другими за Супер-кубок 
 
✅Марафон для тех, кто хочет ворваться в четвёртый сезон проекта «Твой Ход» — https://t.me/tvoyhod_2023_bot 
Вся информация откроется для тебя 25 сентября 
 
✅ Индивидуальное продюсирование — https://vk.cc/cqpzxr 
Переходи по ссылке, получай баллы в сервисе «Другое Дело» и меняй их на подарки от партнёров 
 
 
#Гидромет #РГГМУ #RSHU #ТвойХод #ПервоПроХодец",https://sun9-44.userapi.com/impg/Ni8X7LSVHo5F6xMO-L18CdX5iKjpYZKeSCxYpQ/3ECTvVK5u1o.jpg?size=935x935&quality=96&sign=2f0249a467c009c6a935aaf899212201&c_uniq_tag=9aySwY4B9XvdoGF36Dkj4UgFNIy_ljzs8Fg8KgAn5Ws&type=album
"👀В ментор-бот зашёл — новое призвание нашёл 
 
Если и ты один из новичков в стенах университета, то подключайся к ментор-боту, находи крутых знакомых по всей России. А если ты уже не первокурсник, то у тебя у самого есть шанс стать наставником!
Получи новый опыт, поучаствуй в организации крутых мероприятий и вступи в большое сообщество единомышленников! 
 
Инструкция пути: 
 
1⃣ Перейти в телеграм-бот по ссылке 👉 https://t.me/tvoyhod_mentor_bot 
2⃣ Нажать кнопку: /start 
3⃣ Пройти регистрацию на сайте проекта «Твой Ход» https://tvoyhod.online (но помни, обязательно нужно заполнить все данные) 
4⃣Отправить свой ID с платформы Твой Ход (Ты найдёшь его в личном кабинете после регистрации) 
5⃣Следовать инструкции регистрации в боте 
 
А дальше, если ты первокурсник: 
6⃣Определись с ролью, выбрав «первокурсник» 
7⃣Бот сам подберёт тебе крутого наставника!
 
#Гидромет #РГГМУ #RSHU #ТвойХод #ПервоПроХодец",https://sun9-69.userapi.com/impg/nZt84OssK_dlieLJuTi9g_sO2geELrzgYW8LQw/yJfzAYmDrW8.jpg?size=935x935&quality=96&sign=f463e360d75ee4937335a99877eb9e22&c_uniq_tag=N5X7K-AaSQfTdXQ9CkI_MoSF0y4PDbmzQe6nbd6Cqi8&type=album
"🔊[https://vk.com/wall-250783_10927|Форум первокурсников 2023] стал одним из самых масштабных событий нового учебного года!

👇Вспомним, как это было!👇

#РГГМУ #RSHU #Гидромет",https://sun9-69.userapi.com/impg/nZt84OssK_dlieLJuTi9g_sO2geELrzgYW8LQw/yJfzAYmDrW8.jpg?size=935x935&quality=96&sign=f463e360d75ee4937335a99877eb9e22&c_uniq_tag=N5X7K-AaSQfTdXQ9CkI_MoSF0y4PDbmzQe6nbd6Cqi8&type=album
"🇷🇺Герои России. Участники специальной военной операции🇷🇺

👥Александр Потапов 
Звание: лейтенант
Место рождения: Саратовская обл., п. Шиханы 
 
💬Саша родился и вырос в Саратовской области. Есть там небольшой гарнизонный посёлок Шиханы – в нём живут около 5 тысяч человек, но почти каждый так или иначе связан с армией: офицеры, их жёны и дети. Здесь есть армейский полигон, полк разведки, мобильная бригада радиационной, химической и биологической защиты (РХБЗ) – так что неудивительно, что все местные пацаны мечтают о военной службе. Это здесь норма. 

💬К армии Саша Потапов себя готовил с детских лет: занимался борьбой, дзюдо, футболом. В военкомате прямо заявил: ""Хочу в спецназ"". В 2007 году окончил школу и поступил в педагогический колледж – получил диплом учителя физкультуры. Пока ждал повестку, работал тренером в детско-юношеской спортивной школе. 

💬В военкомате пожелание призывника учли. В 2010 году Александр принял присягу в Центре специального назначения ""Витязь"" в Балашихе. По завершении срочной службы он подписал контракт и стал прапорщиком. 

💬Эта работа была по нему. В Балашихе у него появилась семья, друзья. Потап, как его звали близкие, был всегда на виду – и на учебном полигоне, и в жизни, когда рубился в футбол за честь родного подразделения. 

💬Сдал два важнейших экзамена: норматив на право ношения крапового берета и заочно закончил юридический институт. Был направлен в служебную командировку в Сирию, вернулся оттуда с медалью Суворова и получил звание лейтенанта. 

💬30 августа в Изюме было очень жарко – плюс 33 градуса в тени. В воздухе витало всё нараставшее напряжение. ВСУ вели регулярные обстрелы города – готовилось наступление нацистов в Харьковской области. Но одно дело – прощупывать оборону противника артиллерийским огнём, и совсем другое – бить по жилым кварталам своего же города. По рынку, где были торговцы и покупатели, выпустили несколько ракет HIMARS. Именно в этот момент возле рынка оказались спецназовцы ""Витязя"". 

💬Это только в кино снаряды долго летят с диким воем. На самом деле всё гораздо страшнее. Если ты услышал шелест падающего боеприпаса, то, скорее всего, тебя он не заденет. Тот, что летит на тебя, неслышим. Просто вздыбливается земля и осколки прошивают всё живое вокруг.

💬Первые упавшие боеприпасы дают тренированному мозгу сигнал – прятаться в укрытие. Но у спецназа рефлексы срабатывают на спасение. Офицеры бросились выводить в безопасное место обезумевших от страха людей. Когда очередной взрыв раздался совсем близко, Александр Потапов загородил собой двух перепуганных девчушек. И принял на себя те осколки, которые должны были изрешетить их... 

💬Звание Героя России было присвоено Александру Потапову указом Владимира Путина посмертно. В Москве 1 октября вдове и матери гвардейца золотую звезду вручил первый заместитель директора Росгвардии генерал-полковник Виктор Стригунов. 

💬Русский офицер Александр Потапов и его братья по оружию пожертвовали своими жизнями ради спасения тех, кого командование ВСУ требует убивать. Вот в чём главная разница между ними и нами. Вот с чем воевал и за кого погиб Саша Потапов. 

💬В далёком посёлке Шиханы под Саратовом директор детско-юношеской спортивной школы, где Саша занимался, а потом работал тренером, написал заявление об уходе. 53-летний Сергей Викторович Мисюк отправился в военкомат. Он проводил по мобилизации сына, а сам стал добровольцем. 

💬«Бывших прапорщиков не бывает, и от меня будет польза в этой битве со злом. Мы все должны встать на защиту Донбасса. Русские своих не бросают. Это долг любого мужчины» – сказал Сергей Викторович. 

#РГГМУ #Гидромет #RSHU #ГероиРоссии",https://sun9-70.userapi.com/impg/R9vlNTB-bz3ONjJNTmqtOX64Rx-2IT_xgD8uPA/GemUJsNG8_E.jpg?size=510x389&quality=95&sign=165dd77d1f9cd39183a6ded1b5110d04&c_uniq_tag=ebVevo6Rz0l3uw4eacO2vaBGhIWsOf7bW6ReeLSCr5s&type=album
"🌽Фестиваль «Натуральное путешествие»🌽

⭐В конце сентября Петербург откроет для всех россиян окна на русский Север и Северо-Запад. Город на Неве отпразднует Всероссийский День туризма зажигательной ярмаркой «Натуральное путешествие» на Манежной площади. Можно будет и вкусно поесть, и сделать что-то своими руками, и, конечно, узнать много нового о нашем городе и его соседях.

💫С 22 сентября по 01 октября фестиваль «Натуральное путешествие». 
Фермерская, ремесленная и гастрономические ярмарки, кухни регионов Серебряного ожерелья, лекции, мастер-классы, выступления артистов. 

📍Манежная площадь. 
✅Вход свободный. 
❗Ограничение: 6+.

Ждем вас!","https://sun9-40.userapi.com/impg/WeEdWBeIryc95ZNj-wz4-853zP6eYXMzQ8vQFw/X5JM9Qi7UnM.jpg?size=510x340&quality=95&crop=60,0,1800,1200&sign=b0d2293e06b7eb5ef9758a3dcd30ce78&c_uniq_tag=682DzenoD8THas-JYWqXCTWshv81XiUs0tFloBr5UpM&type=album"
"🔊ВНИМАНИЕ!🔊

🗣Приглашаем к участию авторов стихотворений и песен в уникальном проекте ЗНАНИЕ.АВТОРЫ!
 
👆Проект ЗНАНИЕ.АВТОРЫ – это творческое пространство для современных авторов стихов и песен нового времени, как начинающих свой творческий путь, так и ставших уже победителями и призерами творческих конкурсов литературной или музыкальной направленности.
 
💯Лучшие работы будут представлены в масштабном гала-концерте с участием звезд российской эстрады, известных актеров и деятелей искусств, а также будут выпущены в составе электронных и печатных сборников.
 
Сроки реализации:
 
💫С 22 августа по 30 сентября - отборочный этап проекта в РГГМУ 
💫 С 01 ноября по 22 ноября - экспертная оценка жюри проекта 
💫 Ноябрь – декабрь - арт - лаборатория и публикация результатов 
💫 Декабрь - гала-концерт победителей проекта!
 
НАПРАВЛЕНИЯ ПРОЕКТА: СТИХИ; ПЕСНИ.
 
📍ТЕМЫ РАБОТ для участия в проекте:📍
 
🇷🇺О РОССИИ - воспитание граждан, просвещение, духовно-нравственное и патриотическое. российской федерации посредством организации и проведения мероприятий, популяризирующих историю, достижения в науке, культуре и других сферах деятельности через вовлечение в авторскую патриотическую деятельность, а также повышение культурного уровня граждан российской федерации, формирование единого патриотического направления.
 
👥О ВЫДАЮЩИХСЯ ЛЮДЯХ РОССИИ - развитие и поощрение талантливых авторов и исполнителей патриотических песен, а также коллективы обладающих необходимыми знаниями и компетенциями для создания военно-патриотического контента, а также популяризация такого направления в российской федерации.
 
👆О ЗНАЧИМЫХ СОБЫТИЯХ РОССИИ - страна неоднократно доказывала свою возможность всеми средствами бороться за свои национальные интересы, суверенитет и основой для перемен была патриотическая близость народа.
 
❗Не упустите момент стать новой звездой современной поэзии и музыкальной индустрии!

📝Работы с указанием контактных данных автора (ФИО, номер телефона для связи, курс и учебная группа), а также вопросы по организации проекта присылайте на почту: o.pivonos@rshu.ru

#РГГМУ #Гидромет #RSHU","https://sun9-67.userapi.com/impg/xC8t7WOD2FO6GcmTLdLR6s2j5XB3kH2sPZgxCA/uIEP9JvrgM0.jpg?size=510x340&quality=96&crop=56,0,579,386&sign=fedd80a23c380adcb5ead97a3df67253&c_uniq_tag=hX1kB56M3BvwySwtqLBFvd3EHi--vlaA9dXu5631Coc&type=album"
"👫🇷🇺Тревел-шоу о народах, проживающих на территории России🇷🇺👫

🗣[https://vk.com/nationalityru|Национальность.ru] - новое тревел-шоу, в котором популярные телеведущие рассказывают о народах, проживающих на территории нашей страны, освещая их богатые традиции и культуру. 
 
👆Вы узнаете, что за хуурдиг пьют калмыки? Как татары сохраняют свою молодость? И точно ли грузины едят хачапури каждый день? Присоединяйтесь к просмотру и узнавайте больше интересного о людях, которые живут в России!

💥Новые выпуски выходят каждый день!💥

https://vk.com/nationalityru",https://sun9-79.userapi.com/impg/6oN2v3SyQ7RRcvR3C54wNuWAazngfU1Fo4YHfg/_JnRv6aqI4Y.jpg?size=661x935&quality=96&sign=cd879cac715747adba1c01faf1f4844e&c_uniq_tag=tWAvDgHwtc9MMnqTz6NUjVtazT889O4-vL4RQgj7E2I&type=album
"Уважаемые коллеги! 

👉1 сентября начался прием заявок на участие в VI Всероссийском конкурсе студенческих научных работ по арктической тематике среди организаций-участников Национального арктического научно-образовательного консорциума. Конкурс проводится по 9 научным направлениям, работы студентов оцениваются экспертами из организаций-участников Консорциума. 

💫Конкурс проводится с 2017 года в целях стимулирования развития научно-исследовательской работы студентов по арктической тематике.

☺Приглашаем студентов принять участие в Конкурсе, а преподавателей и научных сотрудников выступить в качестве экспертов конкурсной комиссии.

📌Срок приема конкурсных документов: с 1 сентября по 15 октября 2023 года.

Подробнее: https://arctic-union.ru/studentu/
В социальных сетях: https://vk.com/arcticunion

#РГГМУ #Гидромет #RSHU",https://sun9-16.userapi.com/impg/gYDeRzNsCGkiPxsZ9CEnFcrkb2HeaWZCH6884g/nzvdqIFAh7w.jpg?size=1280x800&quality=96&sign=f491ab30a160954b8e6941f3a50f7919&c_uniq_tag=ggoSTbFjKEluMY06aiGu6qlbazYWUzoigbIVqEFv79Y&type=album
"🔊Общегородской крестный ход 2023🔊

 💬12 сентября 2023 года состоялось общегородское шествие - крестный ход по Невскому проспекту от Казанского кафедрального собора к Александро-Невской лавре, где хранятся мощи святого князя.
 
💬Шествие с тысячами участников шагало по главной улице города. В этот день в Санкт-Петербург приехал Святейший Патриарх Кирилл, который возглавил торжество в Александро-Невской лавре. 

💬 От университета в Крестном ходе приняли участие руководство РГГМУ во главе с ректором Валерием Леонидовичем Михеевым, а также студенты военного учебного центра вместе с начальником ВУЦ полковником Жильчуком И.А. 

👆12 сентября 1724 года основатель Северной столицы Петр Первый перенес в монастырь мощи Александра Невского, который покоился во Владимире. После этого считалось, что город на Неве обрел защитника и небесного покровителя.

Фото с официального сайта ""Комсомольская правда"": https://www.spb.kp.ru/daily/27554/4822294/

#РГГМУ #Гидромет #RSHU","https://sun9-37.userapi.com/impg/pcQCAutEeeqAp4eTcxOmhm3V-eUSsgJ9GRBAVg/LM1VsaJHXHg.jpg?size=510x340&quality=95&crop=24,0,792,528&sign=f80c4086c9b5bc52f5d8444eefffeef2&c_uniq_tag=XVR7zHMxNNZ_rD2M2HavuqPy95BlkLRmySwN1GdUA6c&type=album"
"🗣Ты любишь убеждать, аргументировать и спорить?🗣

💥Тогда заполняй заявку на новый спецпроект «Дебаттл хТвой Ход»!💥

💬[http://tvoyhoddebattl.tilda.ws/|«Дебаттл х Твой Ход»]— командная игра. В каждой команде участвуют 3 студента из одного вуза. 

Правила игры просты: 

💭Жребий определяет, какую позицию будет отстаивать та или иная команда.
💭 Каждая из команд озвучивает аргументы в защиту своей позиции и оспаривает аргументы противоположной команды.
 
👥Студенты смогут прокачать навыки публичных выступлений, научатся доказывать и отстаивать своё мнение, смотреть на ситуацию с разных точек зрения и доносить мысль до собеседника.

 👆Спецпроект «Дебаттл х Твой Ход» запускается в рамках всероссийского студенческого проекта «Твой Ход», который реализуется Федеральным агентством по делам молодёжи (Росмолодёжь) при поддержке Министерства науки и высшего образования Российской Федерации и входит в президентскую платформу «Россия — страна возможностей». 
 
📝Регистрация команд на интеллектуальное шоу доступна по ссылке до 15 сентября: https://forms.yandex.ru/cloud/64d1f97a2530c205414ff38f/. 
 
📍В Санкт-Петербурге поединки пройдут 9 и 10 октября во второй половине дня в Доме молодежи ""Пулковец""

#РГГМУ #Гидромет #RSHU","https://sun9-48.userapi.com/impg/5okkntuHVqgKGpV6sHHd6D7qyib8II68qFbs8w/pfB3KPYSgU4.jpg?size=510x340&quality=96&crop=55,0,717,478&sign=2a4ec7f144ff1be6e8784934301e569c&c_uniq_tag=duEFdudGSF1MP8n5W5HvO5HLpwZhDU8vYh6x1zK7m8k&type=album"
